184.6810619100 1.0104152247
194.4011178000 1.0097927477
204.1211736900 1.0105035763
213.8412295800 1.0099664389
223.5612854700 1.0091918566
233.2813413600 1.0089609377
243.0013972500 1.0090573213
252.7214531400 1.0092686622
262.4415090300 1.0089358378
272.1615649200 1.0083926764
281.8816208100 1.0075668904
291.6016767000 1.0074845628
301.3217325900 1.0085909655
311.0417884800 1.0077069477
320.7618443700 1.0059966420
349.9220120400 1.0072307194
379.0821797100 1.0057253959
408.2423473800 1.0066266489
437.4025150500 1.0052573668
466.5626827200 1.0045733115
495.7228503900 1.0053279812
524.8830180600 1.0040457120
554.0431857300 1.0048833786
583.2033534000 1.0036548232
612.3635210700 1.0033479353
641.5236887400 1.0041318882
670.6838564100 1.0034602155
699.8440240800 1.0037048556
729.0041917500 1.0033293614
758.1643594200 1.0038377177
787.3245270900 1.0032219339
816.4846947600 1.0033184848
845.6448624300 1.0033298634
874.8050301000 1.0021986955
903.9651977700 1.0024528736
933.1253654400 1.0021613804
962.2855331100 1.0031874634
1049.7660361200 1.0021928389
1137.2465391300 1.0022936846
1224.7270421400 1.0022828080
1312.2075451500 1.0014545678
1399.6880481600 1.0019005647
1487.1685511700 1.0015878202
1574.6490541800 1.0014672293
1662.1295571900 1.0013181360
1749.6100602000 1.0009975269
1837.0905632100 1.0008506089
1924.5710662200 1.0012209158
2012.0515692300 1.0014905443
2099.5320722400 1.0014344321
2187.0125752500 1.0010367384
2274.4930782600 1.0012606851
2361.9735812700 1.0014077704
2449.4540842800 1.0003419180
2536.9345872900 1.0002076058
2624.4150903000 1.0005114816
2711.8955933100 1.0004594412
2799.3760963200 1.0003298701
2886.8565993300 1.0004733298
3149.2981083600 1.0006088878
3411.7396173900 1.0006448828
3674.1811264200 1.0004647401
3936.6226354500 1.0001567367
4199.0641444800 1.0000078851
4461.5056535100 0.9999350768
4723.9471625400 1.0001733584
4986.3886715700 1.0002551468
5248.8301806000 1.0002224426
5511.2716896300 1.0006374458
5773.7131986600 1.0004320173
6036.1547076900 1.0002744272
6298.5962167200 1.0005463054
6561.0377257500 1.0003997965
6823.4792347800 1.0001273605
7085.9207438100 1.0002640154
7348.3622528400 1.0002809718
7610.8037618700 1.0002024556
7873.2452709000 1.0004159719
8135.6867799300 1.0003264862
8398.1282889600 1.0000894504
8660.5697979900 1.0001035063
9447.8943250800 1.0002549485
10235.2188521700 0.9999586769
11022.5433792600 1.0000857319
11809.8679063500 1.0004598874
12597.1924334400 1.0001952232
13384.5169605300 1.0000746322
14171.8414876200 0.9999390618
14959.1660147100 1.0001146309
15746.4905418000 1.0003083152
16533.8150688900 1.0000359598
17321.1395959800 1.0000376269
18108.4641230700 1.0001443231
18895.7886501600 0.9999765877
19683.1131772500 1.0002113676
20470.4377043400 1.0001916038
21257.7622314300 1.0003523608
22045.0867585200 1.0000295082
22832.4112856100 1.0002563305
23619.7358127000 1.0002050772
24407.0603397900 1.0000706286
25194.3848668800 1.0000341253
25981.7093939700 1.0000883906
28343.6829752400 1.0002085498
30705.6565565100 1.0001900007
33067.6301377800 1.0002342695
35429.6037190500 1.0002405104
37791.5773003200 1.0002202425
40153.5508815900 1.0002007141
42515.5244628600 1.0002526038
44877.4980441300 1.0001929239
47239.4716254000 1.0000542011
49601.4452066700 1.0001930726
51963.4187879400 1.0001290194
54325.3923692100 1.0001462794
56687.3659504800 1.0001141660
59049.3395317500 1.0002138198
61411.3131130200 1.0000359019
63773.2866942900 1.0001242886
66135.2602755600 1.0000377694
68497.2338568300 1.0002372009
70859.2074381000 0.9999826199
73221.1810193700 0.9998097861
75583.1546006400 0.9999585943
77945.1281819100 1.0000786833
85031.0489257200 1.0000110465
92116.9696695300 0.9999235846
99202.8904133400 0.9999529029
106288.8111571500 0.9998965821
113374.7319009600 1.0000818103
120460.6526447700 0.9999795363
127546.5733885800 1.0000549510
134632.4941323900 0.9999228368
141718.4148762000 0.9999232073
148804.3356200100 1.0000408365
155890.2563638200 0.9999915905
162976.1771076300 0.9998490624
170062.0978514400 1.0000095109
177148.0185952500 1.0000088409
184233.9393390600 0.9999006325
191319.8600828700 0.9998148956
198405.7808266800 0.9999645226
205491.7015704900 0.9999843924
212577.6223143000 0.9999888168
219663.5430581100 1.0000270519
226749.4638019200 1.0000622454
233835.3845457300 1.0001859620
255093.1467771600 1.0001533994
276350.9090085900 1.0002343684
297608.6712400200 1.0002797543
318866.4334714500 1.0003706138
340124.1957028800 1.0002439018
361381.9579343100 1.0003273392
382639.7201657400 1.0003498552
403897.4823971700 1.0003065048
425155.2446286000 1.0002602726
446413.0068600301 1.0002945005
467670.7690914600 1.0002462711
488928.5313228900 1.0003253603
510186.2935543201 1.0002860576
531444.0557857500 1.0003127076
552701.8180171801 1.0002008066
573959.5802486100 1.0002048137
595217.3424800400 1.0001704915
