1.0000057500 1.0466348528
1.0400059800 1.0629808982
1.0800062100 1.0419994070
1.1200064400 1.0406575675
1.1600066700 1.0566376567
1.2000069000 1.0411455091
1.2400071300 1.0517582402
1.2800073600 1.0388277863
1.3200075900 1.0348022676
1.4400082800 1.0426499959
1.5600089700 1.0360627835
1.6800096600 1.0437478646
1.8000103500 1.0383398446
1.9200110400 1.0431785994
2.0400117300 1.0394377133
2.1600124200 1.0521241964
2.2800131100 1.0417960980
2.4000138000 1.0423653633
2.5200144900 1.0528154471
2.6400151800 1.0376892557
2.7600158700 1.0438291882
2.8800165600 1.0392344043
3.0000172500 1.0400883022
3.1200179400 1.0380552120
3.2400186300 1.0330538100
3.3600193200 1.0439511737
3.4800200100 1.0365913870
3.6000207000 1.0321999121
3.7200213900 1.0294349094
3.8400220800 1.0469601472
3.9600227700 1.0430972758
4.3200248400 1.0400611943
4.6800269100 1.0384211682
5.0400289800 1.0527883392
5.4000310500 1.0432328151
5.7600331200 1.0296924341
6.1200351900 1.0396681302
6.4800372600 1.0473125495
6.8400393300 1.0324980987
7.2000414000 1.0396274684
7.5600434700 1.0358188127
7.9200455400 1.0410506316
8.2800476100 1.0407659989
8.6400496800 1.0393157279
9.0000517500 1.0393157279
9.3600538200 1.0410912934
9.7200558900 1.0308174107
10.0800579600 1.0321050346
10.4400600300 1.0335146438
10.8000621000 1.0393157279
11.1600641700 1.0381094277
11.5200662400 1.0353173171
11.8800683100 1.0329453785
12.9600745200 1.0352134036
14.0400807300 1.0309258422
15.1200869400 1.0334785000
16.2000931500 1.0358549565
17.2800993600 1.0306818714
18.3601055700 1.0328233931
19.4401117800 1.0300312825
20.5201179900 1.0326923717
21.6001242000 1.0289740756
22.6801304100 1.0261729290
23.7601366200 1.0328911628
24.8401428300 1.0282692710
25.9201490400 1.0316261289
27.0001552500 1.0302571814
28.0801614600 1.0273024236
29.1601676700 1.0273250135
30.2401738800 1.0304785624
31.3201800900 1.0237693646
32.4001863000 1.0293038880
33.4801925100 1.0304243466
34.5601987200 1.0291683487
35.6402049300 1.0261322672
38.8802235600 1.0261518451
42.1202421900 1.0262708186
45.3602608200 1.0241805006
48.6002794500 1.0242648362
51.8402980800 1.0236790050
55.0803167100 1.0236278013
58.3203353400 1.0224245130
61.5603539700 1.0200585984
64.8003726000 1.0196504744
68.0403912300 1.0215194114
71.2804098600 1.0179984003
74.5204284900 1.0191278949
77.7604471200 1.0214862796
81.0004657500 1.0193884316
84.2404843800 1.0185510997
87.4805030100 1.0193206620
90.7205216400 1.0185646536
93.9605402700 1.0185721836
97.2005589000 1.0151219541
100.4405775300 1.0165902971
103.6805961600 1.0169878792
106.9206147900 1.0176339501
116.6406706800 1.0148769793
126.3607265700 1.0147223640
136.0807824600 1.0147665398
145.8008383500 1.0134437762
155.5208942400 1.0128398731
165.2409501300 1.0108860985
174.9610060200 1.0114267499
