0,0.674367,-2.03554,2.20791,0,1
1,2.42505,-1.89093,2.70639,0,1
2,0.695258,-2.46708,1.09727,0,1
3,-1.59576,-0.391298,-1.31557,0,1
4,2.17218,-0.45907,1.1202,0,1
5,-2.4163,-2.52612,2.85341,0,1
6,-2.74837,1.46155,0.119426,0,1
7,-2.72709,-1.13862,0.752472,0,1
8,-1.33282,0.326695,-2.13438,0,1
9,1.79181,-1.29851,1.83182,0,1
10,2.75274,2.22253,-0.762491,0,1
11,-1.65382,-1.57097,1.1891,0,1
12,-0.363266,-2.68336,-2.78099,0,1
13,0.726766,2.10258,1.38825,0,1
14,-0.581219,-0.203867,-2.93486,0,1
15,3.01117,0.738354,2.84636,0,1
16,-0.887795,-2.21239,1.88529,0,1
17,-3.03386,-3.06625,0.865594,0,1
18,2.15801,-2.84136,-1.34066,0,1
19,-2.98707,2.39863,0.741812,0,1
20,-0.601911,3.06766,-0.824939,0,1
21,-2.21996,-1.93111,2.12319,0,1
22,-3.04863,-1.19911,-2.51004,0,1
23,-2.77991,1.9286,2.32157,0,1
24,0.264999,-2.19425,-0.405265,0,1
25,-1.59331,-2.6802,0.518488,0,1
26,-0.448839,-0.290311,2.04385,0,1
27,2.45649,-1.62397,1.88556,0,1
28,2.05266,-3.09843,2.29901,0,1
29,-1.35082,-1.43538,-0.148874,0,1
30,1.23201,3.11524,-1.33428,0,1
31,-1.82018,-0.0161901,1.55345,0,1
32,-1.99925,0.968922,-0.819002,0,1
33,-1.83941,-2.67311,1.17237,0,1
34,-3.11467,-0.664822,0.834081,0,1
35,0.0865614,2.131,-1.67981,0,1
36,-0.661479,0.126846,2.8422,0,1
37,-0.581279,-0.985258,-1.87823,0,1
38,2.27677,0.268877,0.0861426,0,1
39,-3.00556,2.2032,1.83149,0,1
40,-2.36577,2.31525,-1.44587,0,1
41,0.444071,-0.422367,1.31935,0,1
42,1.07298,-0.112346,-2.95593,0,1
43,-2.75796,1.52817,-0.694998,0,1
44,2.84001,-0.341433,0.559714,0,1
45,2.45649,2.07042,0.117576,0,1
46,-0.336259,-2.94893,1.79316,0,1
47,-3.02829,1.12104,-1.16265,0,1
48,3.02188,-0.838207,0.11998,0,1
49,-1.84715,-2.73411,-0.237733,0,1
